Year,SSP,Process,mean_GtCO2e_yr,ymin_GtCO2e_yr,ymax_GtCO2e_yr
2052,SSP2-4.5,Postfire,0.6184851906905541,0.2575134920964402,0.979456889284668
2053,SSP2-4.5,Postfire,0.6356873527806737,0.2667156523424411,1.0046590532189064
2054,SSP2-4.5,Postfire,0.653392826065234,0.2761043923315897,1.0306812597988784
2055,SSP2-4.5,Postfire,0.6718195301857528,0.2856149425082771,1.0580241178632286
2056,SSP2-4.5,Postfire,0.6910553734401724,0.29524460128790125,1.0868661455924435
2057,SSP2-4.5,Postfire,0.7108226736029807,0.30512491192260527,1.116520435283356
2058,SSP2-4.5,Postfire,0.7310431609430128,0.31530393748566987,1.1467823844003557
2059,SSP2-4.5,Postfire,0.7517299889866811,0.3257856115728474,1.1776743664005147
2060,SSP2-4.5,Postfire,0.7726323058586185,0.3366601627541991,1.208604448963038
2061,SSP2-4.5,Postfire,0.7937042243971039,0.3479371876521688,1.2394712611420389
2062,SSP2-4.5,Postfire,0.8150432245870839,0.3595692519493801,1.2705171972247877
2063,SSP2-4.5,Postfire,0.8368153238611268,0.37149147221330747,1.302139175508946
2064,SSP2-4.5,Postfire,0.8591183093798158,0.3836721689337844,1.334564449825847
2065,SSP2-4.5,Postfire,0.8820630699465476,0.396085461386175,1.3680406785069201
2066,SSP2-4.5,Postfire,0.9059357447082776,0.40865894008113607,1.4032125493354193
2067,SSP2-4.5,Postfire,0.9307631653970636,0.42141629609205933,1.4401100347020679
2068,SSP2-4.5,Postfire,0.9563538937856836,0.43445549696089547,1.4782522906104716
2069,SSP2-4.5,Postfire,0.9823841206881854,0.4479029350598682,1.5168653063165025
2070,SSP2-4.5,Postfire,1.0086593072900636,0.4618250278991274,1.5554935866809998
2071,SSP2-4.5,Postfire,1.0351080511539137,0.47623291912015053,1.5939831831876767
2072,SSP2-4.5,Postfire,1.061923133086944,0.4910523500332141,1.632793916140674
2073,SSP2-4.5,Postfire,1.0892404615021714,0.5062302591835685,1.6722506638207744
2074,SSP2-4.5,Postfire,1.117037246707854,0.5217710549800834,1.7123034384356246
2075,SSP2-4.5,Postfire,1.145401258202858,0.5376522417115388,1.7531502746941774
2076,SSP2-4.5,Postfire,1.1743666009474123,0.5538686445755788,1.7948645573192459
2077,SSP2-4.5,Postfire,1.204094533260188,0.5703861393160203,1.8378029272043557
2078,SSP2-4.5,Postfire,1.2347955177434484,0.5871638190167042,1.8824272164701927
2079,SSP2-4.5,Postfire,1.2665109632092193,0.6042176207693418,1.9288043056490967
2080,SSP2-4.5,Postfire,1.2991201061745306,0.6216125908467808,1.9766276215022804
2081,SSP2-4.5,Postfire,1.3323867168930636,0.6394356805122137,2.025337753273914
2082,SSP2-4.5,Postfire,1.366228159790836,0.6577228803239432,2.0747334392577286
2083,SSP2-4.5,Postfire,1.4004415552613685,0.6765273989593816,2.1243557115633553
2084,SSP2-4.5,Postfire,1.4351294453793664,0.6958196933015108,2.1744391974572217
2085,SSP2-4.5,Postfire,1.470127397282368,0.7156273773396347,2.2246274172251015
2086,SSP2-4.5,Postfire,1.5055761566185573,0.7359077471362312,2.2752445661008833
2087,SSP2-4.5,Postfire,1.5417541704357327,0.7565823371576769,2.3269260037137887
2088,SSP2-4.5,Postfire,1.578767606505951,0.7776269832375565,2.3799082297743457
2089,SSP2-4.5,Postfire,1.616882469373713,0.798995440232065,2.4347694985153607
2090,SSP2-4.5,Postfire,1.6563397182632178,0.8206577302211109,2.4920217063053247
2091,SSP2-4.5,Postfire,1.6969601258667826,0.8426886083341415,2.5512316433994235
2092,SSP2-4.5,Postfire,1.7387683624828911,0.8651231690095513,2.612413555956231
2093,SSP2-4.5,Postfire,1.7810438080371045,0.888143542556046,2.6739440735181628
2094,SSP2-4.5,Postfire,1.8234071444651392,0.9118481367066776,2.734966152223601
2095,SSP2-4.5,Postfire,1.8660018654434336,0.936188474212157,2.79581525667471
2096,SSP2-4.5,Postfire,1.908893051995871,0.9611206653314851,2.8566654386602566
2097,SSP2-4.5,Postfire,1.9524324440624043,0.9865514874404667,2.918313400684342
2098,SSP2-4.5,Postfire,1.9967382625110603,1.0124418863020408,2.9810346387200797
2099,SSP2-4.5,Postfire,2.0421598667966623,1.0387269620562432,3.0455927715370814
2100,SSP2-4.5,Postfire,2.0890285942619187,1.0653591784347383,3.1126980100890993
2014,SSP4-6.0,Gradual,0.8908102501030234,0,1.9370858085767306
2015,SSP4-6.0,Gradual,0.905393838627706,0,1.9623251974873899
2016,SSP4-6.0,Gradual,0.9090935623937514,0,1.9610316560519223
2017,SSP4-6.0,Gradual,0.9129058034662924,0,1.9603387146496662
2018,SSP4-6.0,Gradual,0.919796691941775,0,1.9671059869709548
2019,SSP4-6.0,Gradual,0.9306541546775096,0,1.9831515913003326
2020,SSP4-6.0,Gradual,0.9462583607931684,0,2.0099812426644195
2021,SSP4-6.0,Gradual,0.9701022532949836,0,2.0549642792622413
2022,SSP4-6.0,Gradual,1.0026217257523526,0,2.1188557502237257
2023,SSP4-6.0,Gradual,1.03998700750519,0,2.192587445593059
2024,SSP4-6.0,Gradual,1.0781640125960958,0,2.266809926632413
2025,SSP4-6.0,Gradual,1.1117376261158625,0,2.3293040730139136
2026,SSP4-6.0,Gradual,1.1395850722419851,0,2.3776919797019174
2027,SSP4-6.0,Gradual,1.162798214885962,0,2.4148479905608413
2028,SSP4-6.0,Gradual,1.185448423749272,0,2.4502340152910786
2029,SSP4-6.0,Gradual,1.2075732459068873,0,2.484334980528728
2030,SSP4-6.0,Gradual,1.230773594727462,0,2.5207177269988668
2031,SSP4-6.0,Gradual,1.255605953682137,0,2.5607652306875783
2032,SSP4-6.0,Gradual,1.2843553896557267,0,2.6094312249703155
2033,SSP4-6.0,Gradual,1.3211707551635448,0,2.675776920861652
2034,SSP4-6.0,Gradual,1.369357171624923,0,2.766952659329781
2035,SSP4-6.0,Gradual,1.4204487436679154,0,2.8642261022552633
2036,SSP4-6.0,Gradual,1.4748072374531804,0,2.9674175825115485
2037,SSP4-6.0,Gradual,1.5245391358493368,0,3.059523644495454
2038,SSP4-6.0,Gradual,1.5724764865657086,0,3.1461555809740416
2039,SSP4-6.0,Gradual,1.6141107358481286,0.009967689870830077,3.2182537818254273
2040,SSP4-6.0,Gradual,1.6495899445261746,0.023147780879130497,3.2760321081732187
2041,SSP4-6.0,Gradual,1.6813451045651708,0.03752651172735266,3.325163697402989
2042,SSP4-6.0,Gradual,1.7143180633480937,0.052060575012650157,3.376575551683537
2043,SSP4-6.0,Gradual,1.751717853493461,0.06598704080900308,3.437448666177919
2044,SSP4-6.0,Gradual,1.7961708186791996,0.07898523264617796,3.513356404712221
2045,SSP4-6.0,Gradual,1.853672246839294,0.09060150781832199,3.616742985860266
2046,SSP4-6.0,Gradual,1.9206214156702737,0.10124024881189442,3.740002582528653
2047,SSP4-6.0,Gradual,1.995423457346321,0.11193948216274308,3.878907432529899
2048,SSP4-6.0,Gradual,2.069430190537262,0.12378790405399598,4.015072477020528
2049,SSP4-6.0,Gradual,2.1329261832563575,0.1381650313502536,4.127687335162461
2050,SSP4-6.0,Gradual,2.182180285541528,0.1554193463132405,4.2089412247698155
2051,SSP4-6.0,Gradual,2.2250632357516253,0.1746153725513464,4.275511098951904
2052,SSP4-6.0,Gradual,2.2649833541912536,0.1943525695896362,4.335614138792871
2053,SSP4-6.0,Gradual,2.3045866201555385,0.21411987227585882,4.395053368035218
2054,SSP4-6.0,Gradual,2.35000955279432,0.2333944312264684,4.466624674362172
2055,SSP4-6.0,Gradual,2.407114913643153,0.25174926460265024,4.562480562683656
2056,SSP4-6.0,Gradual,2.4770985958254936,0.2691848388062512,4.685012352844736
2057,SSP4-6.0,Gradual,2.5491023394454255,0.2863079058659719,4.811896773024879
2058,SSP4-6.0,Gradual,2.622057239198876,0.3041805124107322,4.93993396598702
2059,SSP4-6.0,Gradual,2.6953749264704125,0.3227368175569243,5.068013035383901
2060,SSP4-6.0,Gradual,2.7591852979157605,0.34182002702288017,5.176550568808641
2061,SSP4-6.0,Gradual,2.814547741081486,0.3617388346792576,5.267356647483714
2062,SSP4-6.0,Gradual,2.8651698526738976,0.3818611829871501,5.3484785223606455
2063,SSP4-6.0,Gradual,2.9166191907837167,0.4017893143272082,5.431449067240225
2064,SSP4-6.0,Gradual,2.9713041151111783,0.421148506162468,5.521459724059889
2065,SSP4-6.0,Gradual,3.0327147769848506,0.43999719680146887,5.625432357168233
2066,SSP4-6.0,Gradual,3.1100153142684825,0.4587059869295649,5.7613246416074
2067,SSP4-6.0,Gradual,3.201038170013093,0.47702715317028144,5.9250491868559045
2068,SSP4-6.0,Gradual,3.297863240613595,0.4952391543446226,6.100487326882567
2069,SSP4-6.0,Gradual,3.3882027142465323,0.513313468261539,6.263091960231526
2070,SSP4-6.0,Gradual,3.4661985298308022,0.53138293072216,6.401014128939444
2071,SSP4-6.0,Gradual,3.5304983297876267,0.5489504404960162,6.512046219079237
2072,SSP4-6.0,Gradual,3.5896038822628813,0.5660989499805771,6.6131088145451855
2073,SSP4-6.0,Gradual,3.648327791248649,0.5824218580984848,6.714233724398813
2074,SSP4-6.0,Gradual,3.705120765946573,0.5975034140919506,6.812738117801195
2075,SSP4-6.0,Gradual,3.7642794845994385,0.611800028308763,6.916758940890114
2076,SSP4-6.0,Gradual,3.826245366424154,0.6251026736040899,7.027388059244218
2077,SSP4-6.0,Gradual,3.896078869342389,0.6379188602993979,7.15423887838538
2078,SSP4-6.0,Gradual,3.9799208966667,0.6506524321872824,7.309189361146117
2079,SSP4-6.0,Gradual,4.076711027096719,0.6632208660103491,7.4902011881830894
2080,SSP4-6.0,Gradual,4.180405763119497,0.6753964169600097,7.685415109278984
2081,SSP4-6.0,Gradual,4.280891359492693,0.6867852071315692,7.874997511853817
2082,SSP4-6.0,Gradual,4.375702018240965,0.6974177835202768,8.053986252961653
2083,SSP4-6.0,Gradual,4.456835315787742,0.7064263388716534,8.20724429270383
2084,SSP4-6.0,Gradual,4.530272414882865,0.7142989787460188,8.346245851019711
2085,SSP4-6.0,Gradual,4.589161689118487,0.7200372864547337,8.458286091782242
2086,SSP4-6.0,Gradual,4.641875965900488,0.7244491172497991,8.559302814551177
2087,SSP4-6.0,Gradual,4.698571118728926,0.728209912622769,8.668932324835083
2088,SSP4-6.0,Gradual,4.761781600046556,0.7314788703522277,8.792084329740884
2089,SSP4-6.0,Gradual,4.84085528018312,0.7352332343468113,8.946477326019428
2090,SSP4-6.0,Gradual,4.941597560019068,0.7399741076416699,9.143221012396467
2091,SSP4-6.0,Gradual,5.053981976900136,0.7449270806023351,9.363036873197938
2092,SSP4-6.0,Gradual,5.179205671394234,0.7503743278255444,9.608037014962925
2093,SSP4-6.0,Gradual,5.286309554846676,0.7535310045195356,9.819088105173817
2094,SSP4-6.0,Gradual,5.365396337247237,0.7537667704181183,9.977025904076356
2095,SSP4-6.0,Gradual,5.424548232505442,0.7516775573620933,10.097418907648791
2096,SSP4-6.0,Gradual,5.466333809122732,0.7473271145785709,10.185340503666893
2097,SSP4-6.0,Gradual,5.50604412126246,0.7420733361434211,10.270014906381498
2098,SSP4-6.0,Gradual,5.546736023421417,0.7363318431435353,10.357140203699299
2099,SSP4-6.0,Gradual,5.601924491351939,0.7315131243500295,10.472335858353848
2100,SSP4-6.0,Gradual,5.682612310204234,0.7289936920649565,10.636230928343512
2014,SSP4-6.0,Abrupt,0.5900479115389038,0.30796467367770286,0.8721311494001047
2015,SSP4-6.0,Abrupt,0.6058269526482954,0.31408038713507114,0.8975735181615198
2016,SSP4-6.0,Abrupt,0.6203147669029737,0.31977393450339703,0.9208555993025505
2017,SSP4-6.0,Abrupt,0.636827417832658,0.3273125420402089,0.946342293625107
2018,SSP4-6.0,Abrupt,0.6555419739400639,0.3366830537206202,0.9744008941595075
2019,SSP4-6.0,Abrupt,0.6762657828037308,0.3476787432195258,1.0048528223879358
2020,SSP4-6.0,Abrupt,0.6991985165235373,0.3604111930159346,1.03798584003114
2021,SSP4-6.0,Abrupt,0.7263461289468436,0.3763957455434195,1.0762965123502677
2022,SSP4-6.0,Abrupt,0.7571623527957322,0.39523578292975253,1.1190889226617118
2023,SSP4-6.0,Abrupt,0.7891365856979013,0.41514080087996524,1.1631323705158374
2024,SSP4-6.0,Abrupt,0.8207135386001032,0.4349934574500943,1.2064336197501122
2025,SSP4-6.0,Abrupt,0.8494581903127306,0.4529243523443282,1.245992028281133
2026,SSP4-6.0,Abrupt,0.875979793888098,0.4693607072244893,1.2825988805517068
2027,SSP4-6.0,Abrupt,0.9011213591564587,0.48487577978234164,1.3173669385305757
2028,SSP4-6.0,Abrupt,0.9271385940806725,0.5011901590343486,1.3530870291269963
2029,SSP4-6.0,Abrupt,0.9532344474389474,0.5176547918731652,1.3888141030047296
2030,SSP4-6.0,Abrupt,0.9803306869301824,0.5349369174339356,1.4257244564264293
2031,SSP4-6.0,Abrupt,1.0083444583290528,0.5529334654151825,1.4637554512429232
2032,SSP4-6.0,Abrupt,1.038457187433128,0.572601729700756,1.5043126451655002
2033,SSP4-6.0,Abrupt,1.0725119710208084,0.5953912644146528,1.549632677626964
2034,SSP4-6.0,Abrupt,1.1114510393746675,0.6220295001234155,1.6008725786259195
2035,SSP4-6.0,Abrupt,1.150001649450995,0.6482781438791587,1.6517251550228313
2036,SSP4-6.0,Abrupt,1.1899748223589872,0.6757054734153224,1.7042441713026522
2037,SSP4-6.0,Abrupt,1.2270964041865888,0.7008708754780604,1.7533219328951173
2038,SSP4-6.0,Abrupt,1.264367902852935,0.7262185932711266,1.8025172124347435
2039,SSP4-6.0,Abrupt,1.2990215953915305,0.7494618328852171,1.848581357897844
2040,SSP4-6.0,Abrupt,1.33204966145857,0.7714335400189146,1.8926657828982254
2041,SSP4-6.0,Abrupt,1.3645215048351595,0.7930144836936355,1.9360285259766836
2042,SSP4-6.0,Abrupt,1.3984298537226434,0.8158080322345508,1.981051675210736
2043,SSP4-6.0,Abrupt,1.4344970036849105,0.8403611099505813,2.02863289741924
2044,SSP4-6.0,Abrupt,1.4733983590929651,0.8672248729960255,2.079571845189905
2045,SSP4-6.0,Abrupt,1.517355212642103,0.8982242386440336,2.1364861866401723
2046,SSP4-6.0,Abrupt,1.5637548062073288,0.9311426048600859,2.1963670075545716
2047,SSP4-6.0,Abrupt,1.6123372783706629,0.965794272057768,2.2588802846835576
2048,SSP4-6.0,Abrupt,1.6596296969964417,0.999291616145536,2.3199677778473475
2049,SSP4-6.0,Abrupt,1.70290188281876,1.0293417747787772,2.376461990858743
2050,SSP4-6.0,Abrupt,1.741984808925518,1.0558547276835295,2.4281148901675067
2051,SSP4-6.0,Abrupt,1.780586873674,1.0820766834157844,2.4790970639322154
2052,SSP4-6.0,Abrupt,1.8191222320555456,1.1082831367863673,2.529961327324724
2053,SSP4-6.0,Abrupt,1.8583051359567828,1.1350806750760956,2.58152959683747
2054,SSP4-6.0,Abrupt,1.9000197664458325,1.1640487571254443,2.6359907757662207
2055,SSP4-6.0,Abrupt,1.9457063337743723,1.1963512547480304,2.6950614128007144
2056,SSP4-6.0,Abrupt,1.9950300104447316,1.2316244456602539,2.7584355752292096
2057,SSP4-6.0,Abrupt,2.0439096503996717,1.2663408542063486,2.8214784465929945
2058,SSP4-6.0,Abrupt,2.0930723009191476,1.3012095216566149,2.8849350801816804
2059,SSP4-6.0,Abrupt,2.1424323048654337,1.3361556751542838,2.9487089345765836
2060,SSP4-6.0,Abrupt,2.1888442490556304,1.3684385635937852,3.0092499345174755
2061,SSP4-6.0,Abrupt,2.2337003456539293,1.399350213528006,3.0680504777798525
2062,SSP4-6.0,Abrupt,2.278104117505778,1.4298594486181564,3.1263487863933994
2063,SSP4-6.0,Abrupt,2.3235636805487494,1.4612549802252568,3.185872380872242
2064,SSP4-6.0,Abrupt,2.3703498676138013,1.493728724108808,3.2469710111187946
2065,SSP4-6.0,Abrupt,2.4192832455394564,1.5279763913322824,3.3105900997466304
2066,SSP4-6.0,Abrupt,2.472790653381533,1.5660874426425306,3.3794938641205357
2067,SSP4-6.0,Abrupt,2.5293613008089397,1.606650078338757,3.4520725232791225
2068,SSP4-6.0,Abrupt,2.586790612728154,1.6477402843028695,3.525840941153439
2069,SSP4-6.0,Abrupt,2.6421799050275268,1.6868515996832387,3.5975082103718146
2070,SSP4-6.0,Abrupt,2.6949353753436363,1.7235667544895217,3.666303996197751
2071,SSP4-6.0,Abrupt,2.745183632669369,1.7580270054344829,3.7323402599042548
2072,SSP4-6.0,Abrupt,2.795451548605868,1.792510920273132,3.7983921769386044
2073,SSP4-6.0,Abrupt,2.846464067616926,1.8276368177912885,3.8652913174425634
2074,SSP4-6.0,Abrupt,2.897473847301669,1.862676151999933,3.932271542603405
2075,SSP4-6.0,Abrupt,2.949718579613412,1.8987523331713971,4.000684826055427
2076,SSP4-6.0,Abrupt,3.002918579382852,1.935561549531267,4.070275609234438
2077,SSP4-6.0,Abrupt,3.0583839783251943,1.9742380151957533,4.142529941454635
2078,SSP4-6.0,Abrupt,3.1172720634847177,2.0157811333109534,4.218762993658482
2079,SSP4-6.0,Abrupt,3.17891478688828,2.0595352863024328,4.2982942874741275
2080,SSP4-6.0,Abrupt,3.241875557654312,2.104209709623885,4.379541405684739
2081,SSP4-6.0,Abrupt,3.304126215403869,2.148048304273458,4.46020412653428
2082,SSP4-6.0,Abrupt,3.365716138412711,2.1911622131827917,4.54027006364263
2083,SSP4-6.0,Abrupt,3.4250393675913147,2.2321317769619125,4.617946958220717
2084,SSP4-6.0,Abrupt,3.483937591331189,2.272666359897979,4.695208822764399
2085,SSP4-6.0,Abrupt,3.5406241782916363,2.3111402463037702,4.770108110279502
2086,SSP4-6.0,Abrupt,3.5973012290535062,2.3495783252793587,4.845024132827653
2087,SSP4-6.0,Abrupt,3.655773843234502,2.3895629886125924,4.921984697856412
2088,SSP4-6.0,Abrupt,3.7161034679466263,2.431079592372871,5.001127343520381
2089,SSP4-6.0,Abrupt,3.780134779822592,2.4757514182648936,5.084518141380291
2090,SSP4-6.0,Abrupt,3.848605281303825,2.5241621320308796,5.17304843057677
2091,SSP4-6.0,Abrupt,3.919103709945148,2.5740770966713757,5.26413032321892
2092,SSP4-6.0,Abrupt,3.9922862185013144,2.6261385715490135,5.358433865453615
2093,SSP4-6.0,Abrupt,4.061869014045409,2.6746511701039273,5.449086857986891
2094,SSP4-6.0,Abrupt,4.127339363883986,2.719316702020084,5.535362025747888
2095,SSP4-6.0,Abrupt,4.190760932481616,2.762094798602659,5.619427066360574
2096,SSP4-6.0,Abrupt,4.2523882152339505,2.803203669612725,5.701572760855176
2097,SSP4-6.0,Abrupt,4.3151027371726105,2.845266695182425,5.784938779162796
2098,SSP4-6.0,Abrupt,4.37886253657393,2.8881642999274586,5.869560773220401
2099,SSP4-6.0,Abrupt,4.4461524888843496,2.9341300004027167,5.9581749773659824
2100,SSP4-6.0,Abrupt,4.518572163165678,2.9845791755720663,6.05256515075929
2014,SSP4-6.0,Combustion,0.8165576724094281,0.5031705066380313,1.1299448381808248
2015,SSP4-6.0,Combustion,0.8241016536176355,0.5042158926609961,1.143987414574275
2016,SSP4-6.0,Combustion,0.8298055546193319,0.5043730387653786,1.1552380704732852
2017,SSP4-6.0,Combustion,0.8378629706712071,0.506745696203285,1.1689802451391291
2018,SSP4-6.0,Combustion,0.8483913625477247,0.5112382412010683,1.1855444838943812
2019,SSP4-6.0,Combustion,0.8610493025018141,0.5174748344861655,1.2046237705174627
2020,SSP4-6.0,Combustion,0.8760118336533242,0.5255114861907401,1.2265121811159085
2021,SSP4-6.0,Combustion,0.8955896121572468,0.5371357680221753,1.2540434562923182
2022,SSP4-6.0,Combustion,0.9189419594660422,0.5515720287400248,1.2863118901920596
2023,SSP4-6.0,Combustion,0.9429651424997876,0.5664968202297803,1.3194334647697947
2024,SSP4-6.0,Combustion,0.9657999347612662,0.5805773385988602,1.3510225309236723
2025,SSP4-6.0,Combustion,0.984692654815242,0.5918651111196712,1.3775201985108128
2026,SSP4-6.0,Combustion,1.0004521139920448,0.6010214799728,1.3998827480112896
2027,SSP4-6.0,Combustion,1.0141579969123429,0.6088490019278698,1.419466991896816
2028,SSP4-6.0,Combustion,1.0283873688003955,0.6171901926066552,1.4395845449941358
2029,SSP4-6.0,Combustion,1.0422181242682764,0.625302432487851,1.459133816048702
2030,SSP4-6.0,Combustion,1.0566993592269558,0.6339169166002002,1.4794818018537113
2031,SSP4-6.0,Combustion,1.071738202998129,0.6429129784379164,1.5005634275583417
2032,SSP4-6.0,Combustion,1.0886120924616662,0.6532065667840334,1.524017618139299
2033,SSP4-6.0,Combustion,1.1093246577273974,0.6661994113370101,1.5524499041177848
2034,SSP4-6.0,Combustion,1.1348425240471895,0.682494596209301,1.5871904518850781
2035,SSP4-6.0,Combustion,1.1593246078135853,0.6978024941423902,1.6208467214847804
2036,SSP4-6.0,Combustion,1.1847424213869484,0.7136799673411109,1.6558048754327859
2037,SSP4-6.0,Combustion,1.2064062107367748,0.7267626717382374,1.6860497497353122
2038,SSP4-6.0,Combustion,1.2276450443453752,0.7395714618090552,1.7157186268816953
2039,SSP4-6.0,Combustion,1.2454554464739251,0.7499157324863888,1.7409951604614615
2040,SSP4-6.0,Combustion,1.2609576294714286,0.7586845482829174,1.7632307106599399
2041,SSP4-6.0,Combustion,1.2753400804950006,0.7667488358764639,1.7839313251135374
2042,SSP4-6.0,Combustion,1.2907626150545286,0.7756344302701279,1.8058907998389293
2043,SSP4-6.0,Combustion,1.3079953846549084,0.7858256257013069,1.83016514360851
2044,SSP4-6.0,Combustion,1.3277172933917538,0.7977493049751141,1.8576852818083935
2045,SSP4-6.0,Combustion,1.3522719373198064,0.8130370683169624,1.8915068063226506
2046,SSP4-6.0,Combustion,1.3788346371752274,0.82955128955203306,1.9281179847984218
2047,SSP4-6.0,Combustion,1.4071037209621542,0.8471021749096703,1.967105267014638
2048,SSP4-6.0,Combustion,1.4333412134462926,0.8630174024392949,2.0036650244532903
2049,SSP4-6.0,Combustion,1.454666516111328,0.875352170275035,2.033980861947621
2050,SSP4-6.0,Combustion,1.4709313578221128,0.8841456337650904,2.0577170818791353
2051,SSP4-6.0,Combustion,1.486099689689211,0.8923714787319114,2.0798279006465106
2052,SSP4-6.0,Combustion,1.500628803688771,0.9002729232122538,2.100984684165288
2053,SSP4-6.0,Combustion,1.5152675291403668,0.9083463904510813,2.1221886678296524
2054,SSP4-6.0,Combustion,1.531988728755636,0.917965316188645,2.146012141322627
2055,SSP4-6.0,Combustion,1.552290056634106,0.9301156254816739,2.1744644877865382
2056,SSP4-6.0,Combustion,1.5758103287396978,0.9444389531547078,2.2071817043246877
2057,SSP4-6.0,Combustion,1.59824144268588,0.9577886806171393,2.2386942047546206
2058,SSP4-6.0,Combustion,1.62032194574683,0.9708141153981549,2.2698297760955053
2059,SSP4-6.0,Combustion,1.6419625631490835,0.9834783365307632,2.300446789767404
2060,SSP4-6.0,Combustion,1.6598650077704755,0.993413582678121,2.3263164328628303
2061,SSP4-6.0,Combustion,1.675487137223686,1.0017815144118343,2.3491927600355376
2062,SSP4-6.0,Combustion,1.6900017329499388,1.0094512677213943,2.3705521981784834
2063,SSP4-6.0,Combustion,1.704987889264089,1.0175402402441174,2.3924355382840607
2064,SSP4-6.0,Combustion,1.7207259243173696,1.0261896848915026,2.4152621637432365
2065,SSP4-6.0,Combustion,1.7380515531198286,1.0359644907085415,2.440138615531116
2066,SSP4-6.0,Combustion,1.759465155761296,1.0486235630677219,2.47030674845487
2067,SSP4-6.0,Combustion,1.7833959118734908,1.0629121114055162,2.5038797123414653
2068,SSP4-6.0,Combustion,1.807531776577458,1.077151238517896,2.53791231463702
2069,SSP4-6.0,Combustion,1.8288409138119477,1.0892175472512986,2.5684642803725968
2070,SSP4-6.0,Combustion,1.8466854595225035,1.0987892859058173,2.5945816331391898
2071,SSP4-6.0,Combustion,1.861209627181985,1.1060333267328422,2.6163859276311277
2072,SSP4-6.0,Combustion,1.875041289351671,1.1129123953885585,2.6371701833147836
2073,SSP4-6.0,Combustion,1.8889384269867784,1.1199226443135635,2.6579542096599935
2074,SSP4-6.0,Combustion,1.9021344942254417,1.1264520551857817,2.6778169332651016
2075,SSP4-6.0,Combustion,1.915896108321584,1.1334287778684424,2.6983634387747255
2076,SSP4-6.0,Combustion,1.9299291571772368,1.1405918427864252,2.7192664715680483
2077,SSP4-6.0,Combustion,1.9455629404399035,1.148893654874783,2.742232226005024
2078,SSP4-6.0,Combustion,1.9639585615078228,1.1591214846044076,2.768795638411238
2079,SSP4-6.0,Combustion,1.9844219450549323,1.1706948830195447,2.79814900709032
2080,SSP4-6.0,Combustion,2.00547425297453,1.1825231577726125,2.828425348176448
2081,SSP4-6.0,Combustion,2.025019725336744,1.1931574770625661,2.8568819736109217
2082,SSP4-6.0,Combustion,2.0430833336505065,1.2027042918360227,2.8834623754649904
2083,SSP4-6.0,Combustion,2.0580334982799173,1.2100147896889706,2.9060522068708643
2084,SSP4-6.0,Combustion,2.0717367778190043,1.2165332865420793,2.9269402690959296
2085,SSP4-6.0,Combustion,2.082407182731003,1.220929957241327,2.943884408220679
2086,SSP4-6.0,Combustion,2.0922761457395564,1.224895567153415,2.959656724325698
2087,SSP4-6.0,Combustion,2.103167427786955,1.2297116767056895,2.9766231788682207
2088,SSP4-6.0,Combustion,2.115140946137303,1.235330346428972,2.994951545845634
2089,SSP4-6.0,Combustion,2.1300209685321083,1.2430387170677102,3.0170032199965062
2090,SSP4-6.0,Combustion,2.14852455184682,1.253262061483499,3.0437870422101407
2091,SSP4-6.0,Combustion,2.1682285869143803,1.2641624783241547,3.0722946955046058
2092,SSP4-6.0,Combustion,2.1897503168686856,1.2762343906871627,3.1032662430502085
2093,SSP4-6.0,Combustion,2.2068209090082354,1.2848828089469062,3.1287590090695643
2094,SSP4-6.0,Combustion,2.218903086702104,1.2899497729873461,3.1478564004168614
2095,SSP4-6.0,Combustion,2.228052309646106,1.2930794615880452,3.163025157704167
2096,SSP4-6.0,Combustion,2.234560775993029,1.294477102486963,3.174644449499095
2097,SSP4-6.0,Combustion,2.2412857208271686,1.2962353882499058,3.1863360534044314
2098,SSP4-6.0,Combustion,2.2482030434154794,1.298228953035768,3.1981771337951908
2099,SSP4-6.0,Combustion,2.257722187558718,1.302180899274035,3.2132634758434016
2100,SSP4-6.0,Combustion,2.271376040171877,1.3090803474344754,3.2336717329092783
2014,SSP4-6.0,Postfire,0.19313022617181944,0.06482527095620627,0.3214351813874326
2015,SSP4-6.0,Postfire,0.204320112412671,0.06417907309123425,0.34446115173410774
2016,SSP4-6.0,Postfire,0.21073360911956648,0.06661235319793632,0.3548548650411967
2017,SSP4-6.0,Postfire,0.21684777936483693,0.06944166796194018,0.3642538907677337
2018,SSP4-6.0,Postfire,0.2232279577086733,0.07233520694332987,0.3741207084740167
2019,SSP4-6.0,Postfire,0.229917139095619,0.0752750174259478,0.38455926076529023
2020,SSP4-6.0,Postfire,0.2369391016707507,0.07826199638733827,0.3956162069541631
2021,SSP4-6.0,Postfire,0.24442492105995167,0.08125592351037836,0.407593918609525
2022,SSP4-6.0,Postfire,0.25244284735564504,0.08425207870038243,0.42063361601090765
2023,SSP4-6.0,Postfire,0.26087621075618767,0.08732942300266111,0.4344229985097142
2024,SSP4-6.0,Postfire,0.26957314936730425,0.09057158498685858,0.44857471374774993
2025,SSP4-6.0,Postfire,0.27834621612958466,0.09406440072712285,0.46262803153204646
2026,SSP4-6.0,Postfire,0.28712733757653297,0.09782570448465108,0.47642897066841483
2027,SSP4-6.0,Postfire,0.2959603010073111,0.10182090589880524,0.49009969611581694
2028,SSP4-6.0,Postfire,0.30498685044898943,0.10597715321072276,0.5039965476872561
